"Date"	"Prec[mm]"	"MeanTemp[degC]"	"MinTemp[degC]"	"MaxTemp[degC]"	"AmbientCO2[ppmv]"	"Radiation[Wm-2]"
"2017-03-31"	0	15.9	13.5	19.6	400	145.3
"2017-04-01"	0	15.7	12.5	20.6	400	230.9
"2017-04-02"	0	14.3	8.1	20.8	400	271.6
"2017-04-03"	0	16.4	10.3	22.9	400	238.9
"2017-04-04"	0	20.3	13.2	27.1	400	214.6
"2017-04-05"	1.41	20.7	16.3	28.5	400	144.9
"2017-04-06"	5.04	18.6	14.1	25	400	228.2
"2017-04-07"	0	17.2	13.1	22.4	400	212.7
"2017-04-08"	0.05	17.8	11.7	24.8	400	239.3
"2017-04-09"	0	21	16.8	25.2	400	179.8
"2017-04-10"	0	21.8	16.7	26.8	400	238.6
"2017-04-11"	0	22.7	16.3	28.8	400	241.7
"2017-04-12"	0	24.8	18.4	32.6	400	242
"2017-04-13"	0	22.3	15.4	31.1	400	237.4
"2017-04-14"	0	22.8	15.1	32.1	400	237.6
"2017-04-15"	0	19.1	15.3	25	400	227.1
"2017-04-16"	0	17.7	14.2	23.5	400	198.5
"2017-04-17"	0	16.7	11.3	22.7	400	231
"2017-04-18"	0	18.2	13.6	23.7	400	204.1
"2017-04-19"	0	17.3	11.3	24	400	220
"2017-04-20"	0	16.1	11.6	21.9	400	172.2
"2017-04-21"	0	14.2	9.2	18.9	400	222.5
"2017-04-22"	0	15.5	9.5	21.5	400	226.5
"2017-04-23"	0	15.6	9.6	22.2	400	210.1
"2017-04-24"	0	17.9	12.8	23.1	400	113.6
"2017-04-25"	0.04	18.2	14.8	22.3	400	135.6
"2017-04-26"	8.91	16.5	15.3	17.3	400	37.1
"2017-04-27"	1.66	17.2	13.4	21.1	400	147.3
"2017-04-28"	0.48	12.1	9.5	15.5	400	171.3
"2017-04-29"	0	12.6	8.4	16.9	400	148.5
"2017-04-30"	0	13.6	10.1	17.5	400	156
"2017-05-01"	0	12.4	8.7	17.1	400	200.1
"2017-05-02"	0	11.2	6.6	16	400	201.8
"2017-05-03"	0	13.8	9	18.9	400	161.3
"2017-05-04"	0.22	15.1	12.1	17.8	400	70.8
"2017-05-05"	3.35	13.9	11.9	16	400	45.1
"2017-05-06"	0.01	15.9	14	17.9	400	43.8
"2017-05-07"	31.42	17.2	14.6	19	400	49.5
"2017-05-08"	8.2	13	10.5	15.7	400	140.4
"2017-05-09"	1	13.8	10.5	18.1	400	124.5
"2017-05-10"	0.31	14.8	12.3	18.9	400	108.3
"2017-05-11"	0.06	15.6	12.2	19.9	400	156
"2017-05-12"	0.41	14.8	11.1	20.8	400	124.4
"2017-05-13"	0	14.7	12.3	18.5	400	107.3
"2017-05-14"	0.02	14.5	12.1	17.7	400	119.4
"2017-05-15"	0	14.7	11.4	18.8	400	117.3
"2017-05-16"	0.13	15.4	12.6	20	400	129.3
"2017-05-17"	0.02	15.2	10.3	20.5	400	160.8
"2017-05-18"	0.01	14.9	12.1	18.5	400	72.2
"2017-05-19"	0.05	15.8	12.6	20	400	101.8
"2017-05-20"	0.02	15.5	13.2	19.2	400	74.5
"2017-05-21"	0.57	15	13.4	17.9	400	66.2
"2017-05-22"	0.16	14.7	11.8	17.8	400	49.1
"2017-05-23"	33.38	14.1	11.9	17.3	400	86.2
"2017-05-24"	8.84	12.9	11	16.5	400	61.9
"2017-05-25"	0.44	12.6	10.3	15.7	400	90.8
"2017-05-26"	0	13.1	10.8	16.1	400	78.9
"2017-05-27"	1.16	14.2	11.7	18.1	400	103.5
"2017-05-28"	0.01	11.9	9.3	15.3	400	146.4
"2017-05-29"	0	11.8	9.3	15.6	400	129.6
"2017-05-30"	0	10.4	7.2	14.1	400	110.5
"2017-05-31"	0	10.4	7.5	13.4	400	72.5
"2017-06-01"	0	13.2	8.6	18.4	400	132.6
"2017-06-02"	0	14.2	11	17.5	400	95.2
"2017-06-03"	0.02	13.7	10.7	16.7	400	79.6
"2017-06-04"	0.03	14	10.5	17.9	400	159.7
"2017-06-05"	0	14.8	10.4	19.8	400	159.1
"2017-06-06"	0	14.2	9.9	18.9	400	163.5
"2017-06-07"	0	12.6	9.3	15.9	400	84.3
"2017-06-08"	0.03	13.8	10.7	16.4	400	51.5
"2017-06-09"	0	14.7	12.1	18.6	400	82.6
"2017-06-10"	2.91	11.2	6.9	14.2	400	51.8
"2017-06-11"	0	9.4	6	14	400	94.1
"2017-06-12"	0	10.1	7.2	13.8	400	146.1
"2017-06-13"	0.03	10.1	7.2	14.1	400	147.3
"2017-06-14"	0	9.7	6.1	13.4	400	160.3
"2017-06-15"	0.09	10.8	6	15.1	400	157.5
"2017-06-16"	0.23	10.9	5.5	16.5	400	158.4
"2017-06-17"	17.79	10.6	6.3	16.4	400	74.9
"2017-06-18"	8	10.3	8.6	13.3	400	81.3
"2017-06-19"	0.41	12	8.8	15.9	400	65.8
"2017-06-20"	0.05	12.4	9.9	16	400	77.3
"2017-06-21"	6.38	10.6	7.5	15.6	400	79
"2017-06-22"	0.15	8	5	11.6	400	117.8
"2017-06-23"	0	8	4.3	11.4	400	121.1
"2017-06-24"	0.08	9.2	5.4	13.5	400	155
"2017-06-25"	0	10.7	7.6	15.3	400	158.7
"2017-06-26"	0.94	11.4	8.5	15.6	400	98.8
"2017-06-27"	0	9.3	6.3	13.7	400	138.3
"2017-06-28"	0.04	7.2	4.4	10.3	400	133.8
"2017-06-29"	0.01	8.5	5.1	11.8	400	95.6
"2017-06-30"	0	12.7	9.2	17.1	400	134.4
"2017-07-01"	0.01	14.4	9	18.6	400	116.1
"2017-07-02"	14.84	12.4	6.6	15.7	400	72.4
"2017-07-03"	0	7.5	4.7	11	400	151.4
"2017-07-04"	0.47	9.8	3.9	16.1	400	138.5
"2017-07-05"	0.03	13.4	10.3	17.2	400	85.9
"2017-07-06"	18.6	12.4	8.1	17.6	400	36
"2017-07-07"	14.39	9.2	5.5	14.4	400	79.8
"2017-07-08"	0.13	8.3	5.5	11.9	400	116.1
"2017-07-09"	0	8.5	5.8	10.9	400	59.2
"2017-07-10"	0	9.9	6.7	13.5	400	155.8
"2017-07-11"	0.38	10.5	8.2	14.3	400	113.4
"2017-07-12"	0	9.7	7.1	14	400	97.2
"2017-07-13"	0.03	9.9	6.1	14.2	400	164.8
"2017-07-14"	11.65	9.7	6.7	13.8	400	121.4
"2017-07-15"	0	10.6	7.5	15.4	400	106.6
"2017-07-16"	0	10.5	8.3	12.4	400	115.3
"2017-07-17"	0	9.7	8	12.7	400	114
"2017-07-18"	0	10	6.1	15.4	400	158.3
"2017-07-19"	3.51	10.4	6.1	15.3	400	162
"2017-07-20"	11.1	10.4	9	13.3	400	73.6
"2017-07-21"	3.63	10.7	7.2	14.1	400	96.1
"2017-07-22"	2.85	9.1	6.8	12.3	400	140.1
"2017-07-23"	0	8.8	5.4	12.1	400	124.5
"2017-07-24"	0	11.7	8.4	15.7	400	173
"2017-07-25"	0.01	12.3	10	15.2	400	63.2
"2017-07-26"	9.78	11.7	9.3	15.5	400	60.8
"2017-07-27"	0.89	10.8	7.8	14.8	400	93.4
"2017-07-28"	0.06	11.7	9.3	15.1	400	133.6
"2017-07-29"	0.01	12.6	11.1	16	400	118.2
"2017-07-30"	0	12.9	10.9	15.3	400	97.1
"2017-07-31"	0	8.4	5.4	10.8	400	137.1
"2017-08-01"	0	7.3	2.5	11.9	400	191.3
"2017-08-02"	0.03	10.9	7.5	15.1	400	163.3
"2017-08-03"	0	9.8	5.9	14	400	193.2
"2017-08-04"	0	11	6.6	15.8	400	196.5
"2017-08-05"	0	12.4	6.9	17.4	400	199.6
"2017-08-06"	0	14.1	8	19.9	400	197.9
"2017-08-07"	4.52	14.2	12.8	16.1	400	62.6
"2017-08-08"	0	13.5	10.7	18	400	89.6
"2017-08-09"	0	10.7	7.4	14.6	400	139.9
"2017-08-10"	0	12.4	8.3	16.9	400	169.5
"2017-08-11"	0.02	13.3	10	17	400	173.1
"2017-08-12"	0	11.8	7.8	16	400	153.7
"2017-08-13"	0.01	12.4	8.2	16.9	400	181.2
"2017-08-14"	0.52	11.8	8.1	15	400	69.7
"2017-08-15"	7.98	11.9	8.2	15.3	400	160.5
"2017-08-16"	0	13	7.6	18.2	400	204.9
"2017-08-17"	0.01	16	11.5	21.2	400	120.4
"2017-08-18"	19.44	12.6	10.1	17.2	400	111.6
"2017-08-19"	0.11	12.6	9.5	16.5	400	100.5
"2017-08-20"	2.11	12.5	10.2	16.2	400	116.8
"2017-08-21"	0.92	13.4	11	17.8	400	158.1
"2017-08-22"	0.67	12	9	15.5	400	187.1
"2017-08-23"	0	12.5	7.8	17.5	400	212.9
"2017-08-24"	0.03	14.4	10	19.2	400	230.5
"2017-08-25"	0	14.6	8.8	19.8	400	185.9
"2017-08-26"	0	14	11	16	400	170.1
"2017-08-27"	0	13	10.1	19.3	400	144.6
"2017-08-28"	0	14.4	9.9	21.2	400	141.1
"2017-08-29"	14.99	14.2	11.6	18.2	400	80.6
"2017-08-30"	3.48	12.9	10.4	14.9	400	90.3
"2017-08-31"	0	10.7	7.9	14.1	400	129.7
"2017-09-01"	0	9.9	4.9	14.2	400	215.5
"2017-09-02"	0.06	13.2	9.5	16.9	400	83.7
"2017-09-03"	0.02	12.2	8.7	15.4	400	223
"2017-09-04"	0.16	11.1	5.9	16.1	400	227.7
"2017-09-05"	0	15.4	11	20.5	400	164
"2017-09-06"	6.26	15.4	12	19.3	400	114.8
"2017-09-07"	0.98	12.2	9.4	15.2	400	111.4
"2017-09-08"	22.24	10.9	7.4	13.4	400	148.1
"2017-09-09"	0	12.4	9.5	15.9	400	136.1
"2017-09-10"	0.53	13.9	11.5	17.6	400	165.6
"2017-09-11"	0.05	13.7	10	17.9	400	222.4
"2017-09-12"	0	14.1	9.9	20.8	400	262.8
"2017-09-13"	0.09	12.7	8.5	17	400	272.2
"2017-09-14"	0	13.3	7.6	18.2	400	262.6
"2017-09-15"	0	13.9	9.7	18.7	400	232.8
"2017-09-16"	0.02	13.1	7.7	18.9	400	270.8
"2017-09-17"	0	15.1	8.3	22.3	400	253.8
"2017-09-18"	0	16.5	12.1	22.6	400	269.8
"2017-09-19"	0.02	15.4	9.6	21.6	400	269.5
"2017-09-20"	0.03	19.2	11.4	29.1	400	280.2
"2017-09-21"	21.97	13.4	9	22.4	400	129.3
"2017-09-22"	0.1	9.8	6.9	13.6	400	189
"2017-09-23"	0	10.2	6	14.2	400	173.3
"2017-09-24"	0.03	13.5	9.1	19.4	400	249.9
"2017-09-25"	0.01	14.9	10.2	21.9	400	264.3
"2017-09-26"	0	14.4	9.3	19.8	400	237.6
"2017-09-27"	8.44	12	8.4	16.3	400	100.4
"2017-09-28"	0.19	12.6	9	17.2	400	177.2
"2017-09-29"	0.01	13.9	9.9	19.2	400	201.8
"2017-09-30"	0	13.3	8.2	18.5	400	245.9
"2017-10-01"	0.47	18.3	9.4	26.4	400	280
"2017-10-02"	0.79	20.3	14.9	26.4	400	302.3
"2017-10-03"	0.03	15.2	9.6	21	400	289.9
"2017-10-04"	0	16	10.8	21.7	400	304.6
"2017-10-05"	7.02	12.3	8.8	16.3	400	153.8
"2017-10-06"	0.05	10.7	6.1	15.7	400	323.1
"2017-10-07"	0.05	13.5	6.9	21.5	400	278.1
"2017-10-08"	0.03	14.1	8	22.4	400	321.6
"2017-10-09"	0.04	15	11.8	19.6	400	322
"2017-10-10"	0	14.7	7.5	21.8	400	318.4
"2017-10-11"	0	13.5	9	20.4	400	312.6
"2017-10-12"	0	12.1	8.5	17.4	400	222
"2017-10-13"	0	14.3	5.7	22.8	400	336.3
"2017-10-14"	0	19.5	10.6	28.2	400	340.9
"2017-10-15"	0.01	21.6	10.9	32.4	400	331.7
"2017-10-16"	0	20.2	12	31.2	400	329.2
"2017-10-17"	0.27	18.2	13.3	24.4	400	296
"2017-10-18"	2.93	14	11.2	19.1	400	174.6
"2017-10-19"	0.42	11.4	10.1	13.8	400	80.2
"2017-10-20"	0	13.3	10	18.1	400	132.9
"2017-10-21"	0.2	15.8	9	23.3	400	336.8
"2017-10-22"	0	19.1	11.9	31	400	302.1
"2017-10-23"	0.82	16.5	12.1	21.5	400	252.5
"2017-10-24"	0	16.9	9.6	25.2	400	333.6
"2017-10-25"	0.01	16	11.3	21.2	400	265.1
"2017-10-26"	0.01	15.3	10.5	21.7	400	257.5
"2017-10-27"	0	16.2	8.3	25	400	354.2
"2017-10-28"	0.07	19.6	10.1	29.3	400	259.4
"2017-10-29"	0	20.4	13.7	27.9	400	271
"2017-10-30"	0	17.2	11.6	26.8	400	354.6
"2017-10-31"	0	16.5	11.7	22.7	400	354.5
"2017-11-01"	0	18.4	8.8	26.8	400	364.5
"2017-11-02"	0	20.1	13.5	28.1	400	313.4
"2017-11-03"	0	15.9	10.7	22.4	400	356.6
"2017-11-04"	0	18.7	9.1	28.3	400	360.7
"2017-11-05"	0	21.6	11.3	32.8	400	366.3
"2017-11-06"	0.01	15.6	9.4	23.1	400	307.9
"2017-11-07"	0	15.2	10	20.6	400	312.1
"2017-11-08"	0	17.3	8.4	26.4	400	365.9
"2017-11-09"	0	23.7	10.3	34.6	400	351.5
"2017-11-10"	14.82	21.7	13.7	27.6	400	231.5
"2017-11-11"	0	17.7	12.1	24.6	400	360.9
"2017-11-12"	0.05	14.2	10.6	20.7	400	165.4
"2017-11-13"	0.03	11.5	7	17.2	400	294.1
"2017-11-14"	0	12	4	19.1	400	343.8
"2017-11-15"	0	16.1	7.4	25.1	400	372.2
"2017-11-16"	0	20.5	9.6	30.7	400	372.9
"2017-11-17"	0	21.2	10.6	31	400	366.7
"2017-11-18"	0.26	22.4	16.4	31.8	400	300
"2017-11-19"	0	17.8	13	24.2	400	302.3
"2017-11-20"	0	16.8	10.8	22.9	400	270.4
"2017-11-21"	0.03	16.8	12.5	22.4	400	288.1
"2017-11-22"	0	15.8	11.8	22.4	400	232.2
"2017-11-23"	0	16.3	10.5	23	400	356.2
"2017-11-24"	0	16.6	7.3	25.4	400	374.2
"2017-11-25"	0	20.3	10.7	29.8	400	363.3
"2017-11-26"	21.83	21	14.2	32.6	400	224.2
"2017-11-27"	5.69	20.5	16	27.1	400	199.5
"2017-11-28"	0	20.1	15.3	26.6	400	270.1
"2017-11-29"	0	20	15.5	26.7	400	330.8
"2017-11-30"	0	20.2	11.9	30	400	327.1
"2017-12-01"	1.58	17.9	13.6	24	400	303.2
"2017-12-02"	0	16.7	8.9	23.8	400	374.1
"2017-12-03"	0	20.3	12.4	30.4	400	358.5
"2017-12-04"	0	19.5	11.5	27.6	400	372
"2017-12-05"	1.4	16.5	12.4	21.1	400	143.9
"2017-12-06"	0	20.8	12.1	29.3	400	356.3
"2017-12-07"	0	22.6	12.6	31.6	400	316.6
"2017-12-08"	0.03	20.1	13.2	26.7	400	343.6
"2017-12-09"	0	15.1	9.9	21.8	400	332.4
"2017-12-10"	0	15.9	9.4	22.6	400	378.3
"2017-12-11"	0	22.4	13.6	30.5	400	374.5
"2017-12-12"	0	23.4	13.3	31.1	400	371.8
"2017-12-13"	0	18.2	10.5	26.2	400	378.9
"2017-12-14"	0	19.5	9.5	29.6	400	378.8
"2017-12-15"	0	17	11.7	23.5	400	357
"2017-12-16"	0	17.3	8.8	26.8	400	378.1
"2017-12-17"	0	18.1	9.7	25.8	400	373.9
"2017-12-18"	0	20.4	10.6	29	400	380.1
"2017-12-19"	0	26.7	14.9	36.9	400	374.2
"2017-12-20"	0.02	23.2	14.7	30.4	400	273.8
"2017-12-21"	0	18.5	13.2	25.2	400	335.6
"2017-12-22"	0	18.9	11.9	26.8	400	309.6
"2017-12-23"	0	19	12.2	27.1	400	321.7
"2017-12-24"	0	20.1	12	28.3	400	369.7
"2017-12-25"	0	18.9	10.5	26.8	400	372.9
"2017-12-26"	0.01	20	10	29.1	400	378.1
"2017-12-27"	0	23.7	13.4	32.3	400	357.9
"2017-12-28"	0	23.2	13.9	31.3	400	371.7
"2017-12-29"	0	24.7	15.2	33.3	400	375.1
"2017-12-30"	0	29.7	19.8	40.8	400	330.2
"2017-12-31"	0	22.5	16.1	29.5	400	364.1
"2018-01-01"	0	21.5	12.8	31.1	400	367.7
"2018-01-02"	0	20.2	14.2	25.8	400	229.6
"2018-01-03"	0	19.4	11.1	27.6	400	377.4
"2018-01-04"	0	24	12.2	34.5	400	369.5
"2018-01-05"	0.41	29.6	19.2	40.6	400	332.4
"2018-01-06"	1.49	31.2	21.2	38.8	400	322.6
"2018-01-07"	2.25	20.3	15.1	27.2	400	329.5
"2018-01-08"	0	17.9	11.3	26.1	400	376.7
"2018-01-09"	0	17.4	12.6	24	400	328
"2018-01-10"	0	19.1	12.6	25.5	400	358.7
"2018-01-11"	0	20.5	11.9	28.5	400	373.5
"2018-01-12"	0	24.3	15.5	32.5	400	373.7
"2018-01-13"	0	27.3	16.6	37.8	400	340.4
"2018-01-14"	0	24.1	15.5	33.8	400	369.8
"2018-01-15"	0	21.8	16.5	29.4	400	311
"2018-01-16"	0	22	12.2	30.5	400	381
"2018-01-17"	0	25.4	13.6	35.4	400	370
"2018-01-18"	0	26.5	17.7	35.3	400	370.4
"2018-01-19"	0	22.9	15.3	32	400	360
"2018-01-20"	0	28.6	16	39.5	400	366.9
"2018-01-21"	0	31.5	22.4	39.2	400	333.4
"2018-01-22"	0.13	23.4	17.3	30.7	400	335.7
"2018-01-23"	0	22.1	12.7	30.5	400	375.3
"2018-01-24"	0	20.1	11.4	27.7	400	344.7
"2018-01-25"	0	20.1	12.9	28.6	400	372.5
"2018-01-26"	0	22.1	12.5	31.4	400	367.8
"2018-01-27"	0	26.6	15.8	36.4	400	363.4
"2018-01-28"	0.2	29.3	23.2	37.7	400	337.1
"2018-01-29"	3.34	28	21.6	34.9	400	233
"2018-01-30"	0	26.7	18.4	33	400	179.4
"2018-01-31"	0	21.5	15.3	27.8	400	263.6
"2018-02-01"	0	22.6	16	28.7	400	245.4
"2018-02-02"	0.01	26.8	20.2	33.3	400	258.7
"2018-02-03"	9.74	26.8	20.2	35.7	400	245.9
"2018-02-04"	0	27.7	21.6	34.6	400	334.5
"2018-02-05"	0	25.9	19.5	34.9	400	312.8
"2018-02-06"	0	22.9	15.4	30.8	400	330.4
"2018-02-07"	0	22.3	14.5	31.4	400	349.7
"2018-02-08"	0	27.4	16.5	39.3	400	341.3
"2018-02-09"	0	30.3	22.2	38.3	400	331.5
"2018-02-10"	0	27.2	17.7	38	400	343.7
"2018-02-11"	0	24	16.2	33.1	400	342
"2018-02-12"	0.04	24.2	17	30.9	400	183.8
"2018-02-13"	0	23.8	16.9	32.6	400	210.3
"2018-02-14"	0	19.3	14.2	25.1	400	338.7
"2018-02-15"	0	18.8	9.8	27.4	400	355
"2018-02-16"	0	22.7	12.7	32.3	400	307.3
"2018-02-17"	0	26.4	17.6	33.4	400	208.3
"2018-02-18"	0	27.9	19.8	36	400	254.2
"2018-02-19"	0	24.6	17.3	31.4	400	335.6
"2018-02-20"	0.02	22.1	14.3	29.7	400	281.9
"2018-02-21"	0	21	15	27.9	400	332.8
"2018-02-22"	0	19.7	14	25.4	400	321
"2018-02-23"	0	20.3	11.4	29.2	400	329.6
"2018-02-24"	12.9	25.7	17	39.3	400	281.1
"2018-02-25"	0.65	28.6	22.5	37.1	400	248.9
"2018-02-26"	0	26	17.7	35.1	400	298
"2018-02-27"	0	23.4	19.1	27.3	400	263.8
"2018-02-28"	0	19.9	13.7	26.1	400	297.9
"2018-03-01"	0	19.8	12.5	29.8	400	182.9
"2018-03-02"	0.53	17.4	15.2	21.2	400	157.6
"2018-03-03"	0	20	14.8	26.8	400	276.3
"2018-03-04"	0	20.6	13.6	28.1	400	308.2
"2018-03-05"	0	20.6	13.5	27.6	400	312.9
"2018-03-06"	0	21.8	13.8	29	400	309.4
"2018-03-07"	0	21.6	13.8	29.2	400	304.8
"2018-03-08"	0	21.4	13.3	28.3	400	305.6
"2018-03-09"	0	22.3	13.8	30.1	400	304.3
"2018-03-10"	0.15	22.4	13.8	31.1	400	303.8
"2018-03-11"	0	22.8	14.5	31.3	400	297.1
"2018-03-12"	0	26.9	17.7	36.1	400	288.6
"2018-03-13"	2.86	27.7	20.2	35	400	120.6
"2018-03-14"	7.74	21.8	19.4	30.2	400	99.2
"2018-03-15"	3.33	20.8	17.2	24.3	400	234.4
"2018-03-16"	0	19.6	15.8	24.8	400	223
"2018-03-17"	0	20.1	15.8	26.7	400	243.7
"2018-03-18"	0.36	19.1	15.2	23.1	400	209.1
"2018-03-19"	0	17.4	13.4	22.7	400	253.7
"2018-03-20"	0	19.7	11.8	27.5	400	278.6
"2018-03-21"	0	20.1	15.5	27.6	400	214.6
"2018-03-22"	0	15.2	10.5	19.5	400	210.5
"2018-03-23"	0	13.7	7.4	19.6	400	277.7
"2018-03-24"	0	16.1	9.4	23.4	400	274.1
"2018-03-25"	0	16.7	10.2	23.2	400	263.2
"2018-03-26"	0.13	18.9	11.4	26.3	400	254.2
"2018-03-27"	6.98	17.4	14.8	22.2	400	172.5
"2018-03-28"	0.02	19	12.7	25.1	400	264.1
"2018-03-29"	0.2	21	13.8	28.2	400	260.3
"2018-03-30"	0.18	22.9	18.2	28.8	400	165.2
"2018-03-31"	0.07	19.5	14.1	24.3	400	225.9
"2018-04-01"	0.26	16.4	11.4	21.6	400	198.6
"2018-04-02"	0	16.8	11.1	22.9	400	210.2
"2018-04-03"	0.17	19.7	14.1	25.5	400	230.8
"2018-04-04"	0.11	20.1	14.6	26.2	400	162.9
"2018-04-05"	1.07	18.1	13.3	24.3	400	242.7
"2018-04-06"	0.34	17	13.3	20.5	400	128.2
"2018-04-07"	4.41	15.3	12.8	18.3	400	62.6
"2018-04-08"	2.91	15.9	13.1	19.3	400	60.6
"2018-04-09"	15.77	17.6	15.2	18.7	400	33
"2018-04-10"	0.14	19.7	15.9	23.4	400	151.2
"2018-04-11"	0.04	16.9	14.7	20.1	400	177.7
"2018-04-12"	0	16.4	14.7	20.3	400	144.6
"2018-04-13"	0.05	15.6	13.8	19.6	400	115.6
"2018-04-14"	1.4	14.6	11.8	19.5	400	138.5
"2018-04-15"	0.04	13.1	9	17.9	400	206.9
"2018-04-16"	0	13.1	8.5	18.4	400	225.9
"2018-04-17"	0.13	15.4	9.6	21.8	400	221.6
"2018-04-18"	0.06	15.8	10.8	22.1	400	218.4
"2018-04-19"	0	17	11.7	23.4	400	217.2
"2018-04-20"	0.04	17.4	11.9	23.4	400	218.3
"2018-04-21"	0.21	18	12.2	23.9	400	219.8
"2018-04-22"	0.08	18.6	11.9	24.7	400	214.7
"2018-04-23"	0.14	14.7	11.1	20	400	170.7
"2018-04-24"	0	11.9	7.5	16.3	400	175.9
"2018-04-25"	0	12.7	7.8	17.8	400	191.3
"2018-04-26"	0	14	8.8	19.9	400	208.1
"2018-04-27"	0.02	15	10.2	20.4	400	205.6
"2018-04-28"	0	16.5	11.4	21.8	400	157.7
"2018-04-29"	0.09	17.5	13	22.5	400	87.1
"2018-04-30"	0.46	19.7	16	26.5	400	155.3
"2018-05-01"	0.02	13.9	9.4	17.6	400	200.3
"2018-05-02"	0.06	13.5	7.8	19.5	400	176.3
"2018-05-03"	6.03	14.1	10.4	19.3	400	162.9
"2018-05-04"	0	9.5	5.9	13.9	400	154.5
"2018-05-05"	0.06	10.6	6.5	15.1	400	137.8
"2018-05-06"	0.16	12.3	8.5	17.8	400	164.8
"2018-05-07"	0	12.7	8.3	18.9	400	164.8
"2018-05-08"	0.02	14	8.9	20.1	400	184.9
"2018-05-09"	0	13.5	9.2	19	400	143.5
"2018-05-10"	0	15	10.3	20.3	400	168.2
"2018-05-11"	0	14.4	11.2	19.1	400	103.6
"2018-05-12"	0	13.4	9.5	18.9	400	174.3
"2018-05-13"	0	13.5	9	18.4	400	171
"2018-05-14"	0	15	8.7	21.9	400	171.9
"2018-05-15"	0	16.3	10.2	21.8	400	127.7
"2018-05-16"	11.97	13.1	9.6	17.2	400	22.6
"2018-05-17"	27.35	11.9	10.2	14.8	400	38
"2018-05-18"	0	13	10.4	17.6	400	120.4
"2018-05-19"	0.06	9.6	7.1	12.2	400	64.8
"2018-05-20"	0	8.6	4.9	12.7	400	100.7
"2018-05-21"	0	10.3	6.9	14.7	400	144.4
"2018-05-22"	0.25	12.2	8.1	17.3	400	140.3
"2018-05-23"	0	14	10.6	19	400	126.7
"2018-05-24"	0.19	13	10.1	16.9	400	102.8
"2018-05-25"	0.11	13.4	9.3	18.3	400	145.3
"2018-05-26"	0	12.5	8.8	16.3	400	108.5
"2018-05-27"	0	10.6	7.7	13.6	400	140.6
"2018-05-28"	0	11	7.6	14.6	400	115.4
"2018-05-29"	0.02	10.5	5.7	16.2	400	159.4
"2018-05-30"	0.16	12.4	7.2	17.9	400	154
"2018-05-31"	0	13.9	8.5	18.8	400	145.5
"2018-06-01"	0.06	12.9	8.2	17.4	400	118.4
"2018-06-02"	1.33	12.6	9	17.3	400	85
"2018-06-03"	0.07	15.3	12.7	19.2	400	92.7
"2018-06-04"	0	15.5	12.7	20.4	400	112.6
"2018-06-05"	0.02	15.8	12.1	20.8	400	143.2
"2018-06-06"	0	14.3	11.8	18.9	400	85.5
"2018-06-07"	0.01	13.7	11.3	17.5	400	88
"2018-06-08"	0.04	12.2	9.6	16.4	400	101.9
"2018-06-09"	0.11	12.3	8.2	17.7	400	122.2
"2018-06-10"	0	13.5	8.4	19.4	400	150.4
"2018-06-11"	0.05	15.1	9.1	21.3	400	148.1
"2018-06-12"	0	14.9	10.2	19	400	131.5
"2018-06-13"	0.06	10.9	7.7	14.9	400	117.4
"2018-06-14"	0.03	9.8	5.3	14.8	400	110.2
"2018-06-15"	0.01	10.5	5.3	16.2	400	109.5
"2018-06-16"	0	12.3	8.1	16.9	400	121.2
"2018-06-17"	1.81	11.2	10	13.7	400	42.2
"2018-06-18"	7.76	12.7	10.4	15.6	400	39.5
"2018-06-19"	0.56	16	13.1	19.4	400	89
"2018-06-20"	0.34	15.8	14.4	18.8	400	77.4
"2018-06-21"	15.6	11.4	6.6	14.7	400	70
"2018-06-22"	0.01	8.8	6.1	11.4	400	112.9
"2018-06-23"	0	7.9	4.3	12	400	143.5
"2018-06-24"	0	9.9	5.7	14.5	400	146.5
"2018-06-25"	0	11	6.1	15.6	400	151.1
"2018-06-26"	0	11.4	8.9	14.7	400	65.4
"2018-06-27"	0	10.2	8	13.8	400	93.3
"2018-06-28"	0	10.7	7	15.4	400	142.8
"2018-06-29"	0	12.3	7.5	17.8	400	148.8
"2018-06-30"	0.08	13.8	8.5	18.8	400	119.5
"2018-07-01"	0.04	14.5	11.7	17	400	82.8
"2018-07-02"	1.04	13.5	11.4	15.6	400	45.7
"2018-07-03"	0.1	14	11.2	18.2	400	85.1
"2018-07-04"	0	13.1	10.7	17.5	400	76.4
"2018-07-05"	0.16	11.8	8.5	14.6	400	56
"2018-07-06"	0	11.7	7.8	15.2	400	123.6
"2018-07-07"	0.46	12.4	10.1	14.5	400	42.4
"2018-07-08"	0.02	7.9	4	10.9	400	123.6
"2018-07-09"	0	6.7	2.6	10.6	400	141.5
"2018-07-10"	0	9.7	7	13	400	81.7
"2018-07-11"	0	8.9	6.3	12.3	400	145.3
"2018-07-12"	0	8.4	4.7	12.2	400	155.8
"2018-07-13"	0	8.6	4.6	13.2	400	142
"2018-07-14"	0	9.1	5.9	13.3	400	115.9
"2018-07-15"	0	9	6.4	11.9	400	96.9
"2018-07-16"	0	8.7	4.1	13.9	400	159.2
"2018-07-17"	0.01	11.3	5.4	16.9	400	100.3
"2018-07-18"	0.05	13	8.7	16.6	400	90.4
"2018-07-19"	1.89	12.9	10.4	15.9	400	65
"2018-07-20"	25.34	12.7	8.4	16.3	400	139.9
